,DisNo.,Historic,Classification Key,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,State,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Season
419,2017-0362-USA,No,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,,Hurricane Harvey,USA,United States of America,Northern America,Americas,"Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)",Texas,,Flood|Oil spill,No,0,1,,215.0,Kph,,,"Sabine River, Brazos River, Navidad River, San Bernard River, San Jacinto River, Trinity River, Clear Creek, Cypress Creek, Davidson Creek, Lake Creek, Menard Creek, Peach Creek, and Buffalo Bayou while the Colorado River, Guadalupe River, Lavaca River, Tres Palacios River, Bedias Creek, Caney Creek, Garcitas Creek, Sandies Creek, Sandy Creek, Spring Creek, Brays Bayou, White Oak Bayou, Greens Bayou",2017,8,25.0,2017,8.0,29.0,88.0,24.0,555000.0,27000.0,582024.0,,,30000000.0,37292199.0,95000000.0,118091963.0,80.44577926194549,"[{""adm2_code"":29791,""adm2_name"":""Acadia""},{""adm2_code"":29792,""adm2_name"":""Allen""},{""adm2_code"":29796,""adm2_name"":""Beauregard""},{""adm2_code"":29800,""adm2_name"":""Calcasieu""},{""adm2_code"":29802,""adm2_name"":""Cameron""},{""adm2_code"":29813,""adm2_name"":""Iberia""},{""adm2_code"":29817,""adm2_name"":""Jefferson Davis""},{""adm2_code"":29819,""adm2_name"":""Lafayette""},{""adm2_code"":29825,""adm2_name"":""Natchitoches""},{""adm2_code"":29830,""adm2_name"":""Rapides""},{""adm2_code"":29833,""adm2_name"":""Sabine""},{""adm2_code"":29847,""adm2_name"":""Vermilion""},{""adm2_code"":29848,""adm2_name"":""Vernon""},{""adm2_code"":30096,""adm2_name"":""Forrest""},{""adm2_code"":31202,""adm2_name"":""Angelina""},{""adm2_code"":31203,""adm2_name"":""Aransas""},{""adm2_code"":31206,""adm2_name"":""Atascosa""},{""adm2_code"":31207,""adm2_name"":""Austin""},{""adm2_code"":31210,""adm2_name"":""Bastrop""},{""adm2_code"":31212,""adm2_name"":""Bee""},{""adm2_code"":31214,""adm2_name"":""Bexar""},{""adm2_code"":31219,""adm2_name"":""Brazoria""},{""adm2_code"":31220,""adm2_name"":""Brazos""},{""adm2_code"":31225,""adm2_name"":""Burleson""},{""adm2_code"":31227,""adm2_name"":""Caldwell""},{""adm2_code"":31228,""adm2_name"":""Calhoun""},{""adm2_code"":31230,""adm2_name"":""Cameron""},{""adm2_code"":31235,""adm2_name"":""Chambers""},{""adm2_code"":31244,""adm2_name"":""Colorado""},{""adm2_code"":31245,""adm2_name"":""Comal""},{""adm2_code"":31261,""adm2_name"":""DeWitt""},{""adm2_code"":31274,""adm2_name"":""Fayette""},{""adm2_code"":31278,""adm2_name"":""Fort Bend""},{""adm2_code"":31283,""adm2_name"":""Galveston""},{""adm2_code"":31287,""adm2_name"":""Goliad""},{""adm2_code"":31288,""adm2_name"":""Gonzales""},{""adm2_code"":31292,""adm2_name"":""Grimes""},{""adm2_code"":31293,""adm2_name"":""Guadalupe""},{""adm2_code"":31299,""adm2_name"":""Hardin""},{""adm2_code"":31300,""adm2_name"":""Harris""},{""adm2_code"":31319,""adm2_name"":""Jackson""},{""adm2_code"":31320,""adm2_name"":""Jasper""},{""adm2_code"":31322,""adm2_name"":""Jefferson""},{""adm2_code"":31324,""adm2_name"":""Jim Wells""},{""adm2_code"":31327,""adm2_name"":""Karnes""},{""adm2_code"":31332,""adm2_name"":""Kerr""},{""adm2_code"":31336,""adm2_name"":""Kleberg""},{""adm2_code"":31342,""adm2_name"":""Lavaca""},{""adm2_code"":31343,""adm2_name"":""Lee""},{""adm2_code"":31344,""adm2_name"":""Leon""},{""adm2_code"":31345,""adm2_name"":""Liberty""},{""adm2_code"":31348,""adm2_name"":""Live Oak""},{""adm2_code"":31353,""adm2_name"":""Madison""},{""adm2_code"":31357,""adm2_name"":""Matagorda""},{""adm2_code"":31369,""adm2_name"":""Montgomery""},{""adm2_code"":31375,""adm2_name"":""Newton""},{""adm2_code"":31377,""adm2_name"":""Nueces""},{""adm2_code"":31380,""adm2_name"":""Orange""},{""adm2_code"":31386,""adm2_name"":""Polk""},{""adm2_code"":31395,""adm2_name"":""Refugio""},{""adm2_code"":31401,""adm2_name"":""Sabine""},{""adm2_code"":31403,""adm2_name"":""San Jacinto""},{""adm2_code"":31404,""adm2_name"":""San Patricio""},{""adm2_code"":31427,""adm2_name"":""Trinity""},{""adm2_code"":31428,""adm2_name"":""Tyler""},{""adm2_code"":31434,""adm2_name"":""Victoria""},{""adm2_code"":31435,""adm2_name"":""Walker""},{""adm2_code"":31436,""adm2_name"":""Waller""},{""adm2_code"":31438,""adm2_name"":""Washington""},{""adm2_code"":31440,""adm2_name"":""Wharton""},{""adm2_code"":31444,""adm2_name"":""Willacy""},{""adm2_code"":31446,""adm2_name"":""Wilson""}]",2017-08-28,2023-09-25,Summer
419,2017-0362-USA,No,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,,Hurricane Harvey,USA,United States of America,Northern America,Americas,"Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)",Louisiana,,Flood|Oil spill,No,0,1,,215.0,Kph,,,"Sabine River, Brazos River, Navidad River, San Bernard River, San Jacinto River, Trinity River, Clear Creek, Cypress Creek, Davidson Creek, Lake Creek, Menard Creek, Peach Creek, and Buffalo Bayou while the Colorado River, Guadalupe River, Lavaca River, Tres Palacios River, Bedias Creek, Caney Creek, Garcitas Creek, Sandies Creek, Sandy Creek, Spring Creek, Brays Bayou, White Oak Bayou, Greens Bayou",2017,8,25.0,2017,8.0,29.0,88.0,24.0,555000.0,27000.0,582024.0,,,30000000.0,37292199.0,95000000.0,118091963.0,80.44577926194549,"[{""adm2_code"":29791,""adm2_name"":""Acadia""},{""adm2_code"":29792,""adm2_name"":""Allen""},{""adm2_code"":29796,""adm2_name"":""Beauregard""},{""adm2_code"":29800,""adm2_name"":""Calcasieu""},{""adm2_code"":29802,""adm2_name"":""Cameron""},{""adm2_code"":29813,""adm2_name"":""Iberia""},{""adm2_code"":29817,""adm2_name"":""Jefferson Davis""},{""adm2_code"":29819,""adm2_name"":""Lafayette""},{""adm2_code"":29825,""adm2_name"":""Natchitoches""},{""adm2_code"":29830,""adm2_name"":""Rapides""},{""adm2_code"":29833,""adm2_name"":""Sabine""},{""adm2_code"":29847,""adm2_name"":""Vermilion""},{""adm2_code"":29848,""adm2_name"":""Vernon""},{""adm2_code"":30096,""adm2_name"":""Forrest""},{""adm2_code"":31202,""adm2_name"":""Angelina""},{""adm2_code"":31203,""adm2_name"":""Aransas""},{""adm2_code"":31206,""adm2_name"":""Atascosa""},{""adm2_code"":31207,""adm2_name"":""Austin""},{""adm2_code"":31210,""adm2_name"":""Bastrop""},{""adm2_code"":31212,""adm2_name"":""Bee""},{""adm2_code"":31214,""adm2_name"":""Bexar""},{""adm2_code"":31219,""adm2_name"":""Brazoria""},{""adm2_code"":31220,""adm2_name"":""Brazos""},{""adm2_code"":31225,""adm2_name"":""Burleson""},{""adm2_code"":31227,""adm2_name"":""Caldwell""},{""adm2_code"":31228,""adm2_name"":""Calhoun""},{""adm2_code"":31230,""adm2_name"":""Cameron""},{""adm2_code"":31235,""adm2_name"":""Chambers""},{""adm2_code"":31244,""adm2_name"":""Colorado""},{""adm2_code"":31245,""adm2_name"":""Comal""},{""adm2_code"":31261,""adm2_name"":""DeWitt""},{""adm2_code"":31274,""adm2_name"":""Fayette""},{""adm2_code"":31278,""adm2_name"":""Fort Bend""},{""adm2_code"":31283,""adm2_name"":""Galveston""},{""adm2_code"":31287,""adm2_name"":""Goliad""},{""adm2_code"":31288,""adm2_name"":""Gonzales""},{""adm2_code"":31292,""adm2_name"":""Grimes""},{""adm2_code"":31293,""adm2_name"":""Guadalupe""},{""adm2_code"":31299,""adm2_name"":""Hardin""},{""adm2_code"":31300,""adm2_name"":""Harris""},{""adm2_code"":31319,""adm2_name"":""Jackson""},{""adm2_code"":31320,""adm2_name"":""Jasper""},{""adm2_code"":31322,""adm2_name"":""Jefferson""},{""adm2_code"":31324,""adm2_name"":""Jim Wells""},{""adm2_code"":31327,""adm2_name"":""Karnes""},{""adm2_code"":31332,""adm2_name"":""Kerr""},{""adm2_code"":31336,""adm2_name"":""Kleberg""},{""adm2_code"":31342,""adm2_name"":""Lavaca""},{""adm2_code"":31343,""adm2_name"":""Lee""},{""adm2_code"":31344,""adm2_name"":""Leon""},{""adm2_code"":31345,""adm2_name"":""Liberty""},{""adm2_code"":31348,""adm2_name"":""Live Oak""},{""adm2_code"":31353,""adm2_name"":""Madison""},{""adm2_code"":31357,""adm2_name"":""Matagorda""},{""adm2_code"":31369,""adm2_name"":""Montgomery""},{""adm2_code"":31375,""adm2_name"":""Newton""},{""adm2_code"":31377,""adm2_name"":""Nueces""},{""adm2_code"":31380,""adm2_name"":""Orange""},{""adm2_code"":31386,""adm2_name"":""Polk""},{""adm2_code"":31395,""adm2_name"":""Refugio""},{""adm2_code"":31401,""adm2_name"":""Sabine""},{""adm2_code"":31403,""adm2_name"":""San Jacinto""},{""adm2_code"":31404,""adm2_name"":""San Patricio""},{""adm2_code"":31427,""adm2_name"":""Trinity""},{""adm2_code"":31428,""adm2_name"":""Tyler""},{""adm2_code"":31434,""adm2_name"":""Victoria""},{""adm2_code"":31435,""adm2_name"":""Walker""},{""adm2_code"":31436,""adm2_name"":""Waller""},{""adm2_code"":31438,""adm2_name"":""Washington""},{""adm2_code"":31440,""adm2_name"":""Wharton""},{""adm2_code"":31444,""adm2_name"":""Willacy""},{""adm2_code"":31446,""adm2_name"":""Wilson""}]",2017-08-28,2023-09-25,Summer
422,2017-0410-USA,No,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2017-000148,Tropical depression'16/Hurricane 'Nate',USA,United States of America,Northern America,Americas,"Mexico Gulf, Louisiania, Mississippi (coastal areas, Biloxi), Alabama (Dauphin Island, Autauga, Chilton, Lowndes Counties), Florida, South Carolina (Pickens, Laurens, Spartanburg, Newberry, Greenville, Union), North Carolina (Polk, Wilkes, Ashe )",Mississippi,,,No,0,0,,140.0,Kph,,,,2017,10,7.0,2017,10.0,8.0,,,60.0,,60.0,,,,,250000.0,310768.0,80.44577926194549,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm2_code"":28691,""adm2_name"":""Autauga""},{""adm2_code"":28701,""adm2_name"":""Chilton""},{""adm2_code"":28733,""adm2_name"":""Lowndes""},{""adm2_code"":28739,""adm2_name"":""Mobile""},{""adm2_code"":30101,""adm2_name"":""Hancock""},{""adm2_code"":30102,""adm2_name"":""Harrison""},{""adm2_code"":30108,""adm2_name"":""Jackson""},{""adm2_code"":30571,""adm2_name"":""Ashe""},{""adm2_code"":30641,""adm2_name"":""Polk""},{""adm2_code"":30663,""adm2_name"":""Wilkes""},{""adm2_code"":31015,""adm2_name"":""Greenville""},{""adm2_code"":31022,""adm2_name"":""Laurens""},{""adm2_code"":31028,""adm2_name"":""Newberry""},{""adm2_code"":31031,""adm2_name"":""Pickens""},{""adm2_code"":31034,""adm2_name"":""Spartanburg""},{""adm2_code"":31036,""adm2_name"":""Union""}]",2017-10-09,2023-09-25,Fall
426,2017-0542-USA,No,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Georgia, North Carolina, Maryland, Virginia, New York, New Jersey, Massachusetts, Michigan, Texas, Mississippi, Missouri",Mississippi,,Cold wave|Transport accident,No,0,1,,,Kph,,,,2017,12,31.0,2018,1.0,5.0,22.0,,,,,,,750000.0,932305.0,1100000.0,1367381.0,80.44577926194549,"[{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2018-01-05,2023-09-25,Winter
426,2017-0542-USA,No,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Georgia, North Carolina, Maryland, Virginia, New York, New Jersey, Massachusetts, Michigan, Texas, Mississippi, Missouri",Texas,,Cold wave|Transport accident,No,0,1,,,Kph,,,,2017,12,31.0,2018,1.0,5.0,22.0,,,,,,,750000.0,932305.0,1100000.0,1367381.0,80.44577926194549,"[{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2018-01-05,2023-09-25,Winter
427,2017-0563-USA,No,nat-met-sto-hai,Meteorological,Storm,Hail,,,USA,United States of America,Northern America,Americas,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana",Mississippi,,Hail,No,0,0,,130.0,Kph,,,,2017,3,6.0,2017,3.0,9.0,2.0,15.0,600.0,,615.0,,,2000000.0,2486147.0,2200000.0,2734761.0,80.44577926194549,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":29470,""adm2_name"":""Appanoose""},{""adm2_code"":29536,""adm2_name"":""Muscatine""},{""adm2_code"":29573,""adm2_name"":""Butler""},{""adm2_code"":29640,""adm2_name"":""Pottawatomie""},{""adm2_code"":29664,""adm2_name"":""Wabaunsee""},{""adm2_code"":30001,""adm2_name"":""Carver""},{""adm2_code"":30015,""adm2_name"":""Freeborn""},{""adm2_code"":30061,""adm2_name"":""Sherburne""},{""adm2_code"":30184,""adm2_name"":""Clay""},{""adm2_code"":30185,""adm2_name"":""Clinton""},{""adm2_code"":30208,""adm2_name"":""Jackson""}]",2018-03-14,2023-09-25,Spring
427,2017-0563-USA,No,nat-met-sto-hai,Meteorological,Storm,Hail,,,USA,United States of America,Northern America,Americas,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana",Arkansas,,Hail,No,0,0,,130.0,Kph,,,,2017,3,6.0,2017,3.0,9.0,2.0,15.0,600.0,,615.0,,,2000000.0,2486147.0,2200000.0,2734761.0,80.44577926194549,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":29470,""adm2_name"":""Appanoose""},{""adm2_code"":29536,""adm2_name"":""Muscatine""},{""adm2_code"":29573,""adm2_name"":""Butler""},{""adm2_code"":29640,""adm2_name"":""Pottawatomie""},{""adm2_code"":29664,""adm2_name"":""Wabaunsee""},{""adm2_code"":30001,""adm2_name"":""Carver""},{""adm2_code"":30015,""adm2_name"":""Freeborn""},{""adm2_code"":30061,""adm2_name"":""Sherburne""},{""adm2_code"":30184,""adm2_name"":""Clay""},{""adm2_code"":30185,""adm2_name"":""Clinton""},{""adm2_code"":30208,""adm2_name"":""Jackson""}]",2018-03-14,2023-09-25,Spring
427,2017-0563-USA,No,nat-met-sto-hai,Meteorological,Storm,Hail,,,USA,United States of America,Northern America,Americas,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana",Kansas,,Hail,No,0,0,,130.0,Kph,,,,2017,3,6.0,2017,3.0,9.0,2.0,15.0,600.0,,615.0,,,2000000.0,2486147.0,2200000.0,2734761.0,80.44577926194549,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":29470,""adm2_name"":""Appanoose""},{""adm2_code"":29536,""adm2_name"":""Muscatine""},{""adm2_code"":29573,""adm2_name"":""Butler""},{""adm2_code"":29640,""adm2_name"":""Pottawatomie""},{""adm2_code"":29664,""adm2_name"":""Wabaunsee""},{""adm2_code"":30001,""adm2_name"":""Carver""},{""adm2_code"":30015,""adm2_name"":""Freeborn""},{""adm2_code"":30061,""adm2_name"":""Sherburne""},{""adm2_code"":30184,""adm2_name"":""Clay""},{""adm2_code"":30185,""adm2_name"":""Clinton""},{""adm2_code"":30208,""adm2_name"":""Jackson""}]",2018-03-14,2023-09-25,Spring
427,2017-0563-USA,No,nat-met-sto-hai,Meteorological,Storm,Hail,,,USA,United States of America,Northern America,Americas,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana",Oklahoma,,Hail,No,0,0,,130.0,Kph,,,,2017,3,6.0,2017,3.0,9.0,2.0,15.0,600.0,,615.0,,,2000000.0,2486147.0,2200000.0,2734761.0,80.44577926194549,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":29470,""adm2_name"":""Appanoose""},{""adm2_code"":29536,""adm2_name"":""Muscatine""},{""adm2_code"":29573,""adm2_name"":""Butler""},{""adm2_code"":29640,""adm2_name"":""Pottawatomie""},{""adm2_code"":29664,""adm2_name"":""Wabaunsee""},{""adm2_code"":30001,""adm2_name"":""Carver""},{""adm2_code"":30015,""adm2_name"":""Freeborn""},{""adm2_code"":30061,""adm2_name"":""Sherburne""},{""adm2_code"":30184,""adm2_name"":""Clay""},{""adm2_code"":30185,""adm2_name"":""Clinton""},{""adm2_code"":30208,""adm2_name"":""Jackson""}]",2018-03-14,2023-09-25,Spring
428,2017-0564-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Texas (Justin in Denton, Collin, Rockwall, Lubbock counties, Seymour in Baylor, Dallas – Fort Worth metro area, Houston metro area), Oklahoma (El Reno in Canadian, Oklahoma city metro region, Caddo in Bryan, Cleveland South and East), Kansas (south), Kentucky, Tennessee, Mississippi, Alabama, Georgia, Indianapolis (Marion-IN)",Mississippi,,Flood|Hail,No,0,0,,175.0,Kph,,,,2017,3,25.0,2017,3.0,28.0,1.0,,,,,,,2000000.0,2486147.0,2700000.0,3356298.0,80.44577926194549,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":29423,""adm2_name"":""Marion""},{""adm2_code"":30814,""adm2_name"":""Bryan""},{""adm2_code"":30816,""adm2_name"":""Canadian""},{""adm2_code"":30821,""adm2_name"":""Cleveland""},{""adm2_code"":30833,""adm2_name"":""Grady""},{""adm2_code"":30848,""adm2_name"":""Lincoln""},{""adm2_code"":30849,""adm2_name"":""Logan""},{""adm2_code"":30854,""adm2_name"":""McClain""},{""adm2_code"":30862,""adm2_name"":""Oklahoma""},{""adm2_code"":31207,""adm2_name"":""Austin""},{""adm2_code"":31211,""adm2_name"":""Baylor""},{""adm2_code"":31219,""adm2_name"":""Brazoria""},{""adm2_code"":31235,""adm2_name"":""Chambers""},{""adm2_code"":31242,""adm2_name"":""Collin""},{""adm2_code"":31256,""adm2_name"":""Dallas""},{""adm2_code"":31260,""adm2_name"":""Denton""},{""adm2_code"":31270,""adm2_name"":""Ellis""},{""adm2_code"":31278,""adm2_name"":""Fort Bend""},{""adm2_code"":31283,""adm2_name"":""Galveston""},{""adm2_code"":31300,""adm2_name"":""Harris""},{""adm2_code"":31310,""adm2_name"":""Hood""},{""adm2_code"":31315,""adm2_name"":""Hunt""},{""adm2_code"":31325,""adm2_name"":""Johnson""},{""adm2_code"":31328,""adm2_name"":""Kaufman""},{""adm2_code"":31345,""adm2_name"":""Liberty""},{""adm2_code"":31351,""adm2_name"":""Lubbock""},{""adm2_code"":31369,""adm2_name"":""Montgomery""},{""adm2_code"":31383,""adm2_name"":""Parker""},{""adm2_code"":31398,""adm2_name"":""Rockwall""},{""adm2_code"":31412,""adm2_name"":""Somervell""},{""adm2_code"":31419,""adm2_name"":""Tarrant""},{""adm2_code"":31436,""adm2_name"":""Waller""},{""adm2_code"":31448,""adm2_name"":""Wise""}]",2018-03-14,2023-09-25,Spring
